name,address,postcode,lat,long,web
Black Cultural Archives,"1 Windrush Square, London, SW2 1EF",SW2 1EF,51.4605164041184,-0.114600417385236,www.bcaheritage.org.uk
British Library,"96 Euston Road
London, NW1 2DB",NW1 2DB,51.5299849919292,-0.127014154365522,www.bl.uk
British Museum,"Great Russell Street, London, WC1B 3DG",WC1B 3DG,51.5193625945085,-0.126873428935332,www.britishmuseum.org
British Optical Association Museum,"The College of Optometrists, 42 Craven Street, London, WC2N 5NG",WC2N 5NG,51.5078081349116,-0.125243436871508,www.college-optometrists.org/museum
British Red Cross Museum and Archives,"UK Office
44 Moorfields, London, EC2Y 9AL",EC2Y 9AL,51.5190780578221,-0.088616092475528,www.redcross.org.uk/museumandarchives
Bruce Castle Museum,"Bruce Castle Museum, Lordship Lane, London, N17 8NU",N17 8NU,51.599148220324,-0.0754660470640205,www.haringey.gov.uk/leisure/brucecastlemuseum
Brunel Museum,"Brunel Engine House, Railway Avenue, Rotherhithe, London, SE16 4LF",SE16 4LF,51.5015945037345,-0.05296629271237,www.brunel-museum.org.uk
Cartoon Museum,"35 Little Russell Street, London, WC1A 2HH",WC1A 2HH,51.5176858024865,-0.126048589157515,www.cartoonmuseum.org
Charles Dickens Museum,"48 Doughty Street
London, WC1N 2LX",WC1N 2LX,51.5235989873807,-0.11626288112019,www.dickensmuseum.com
Churchill War Rooms,"Clive Steps, King Charles Street, London, SW1A 2AQ",SW1A 2AQ,51.5021645004295,-0.126598929666165,iwm.org.uk
Cinema Museum,"The Master’s House, The Old Lambeth Workhouse, 2 Dugard Way, Kennington, London, SE11 4TH",SE11 4TH,51.4923147216026,-0.105149651474973,www.cinemamuseum.org.uk
Clipper Ship Cutty Sark,"King William Walk, Greenwich, London, SE10 9HT",SE10 9HT,51.4835288411784,-0.00961992630030485,www.rmg.co.uk/cuttysark
Crossness Engines,"The Old Works, Crossness STW, Belvedere Road, Abbey Wood, London, SE2 9AQ",SE2 9AQ,51.5058052408918,0.133981698038072,www.crossness.org.uk
Dr Johnson’s House,"17 Gough Square, London, EC4A 3DE",EC4A 3DE,51.5151535056248,-0.107790762389984,www.drjohnsonshouse.org
Dulwich Picture Gallery,"Gallery Road, Dulwich Village, London, SE21 7AD",SE21 7AD,51.4456319266479,-0.0867485678574604,www.dulwichpicturegallery.org.uk
Enfield Museum,"Enfield Museum, The Dugdale Centre, Thomas Hardy House, 39 London Road, Enfield, EN2 6DS",EN2 6DS,51.6498346494478,-0.0807211753706139,www.enfield.gov.uk/museum
Estorick Collection of Modern Italian Art,"39A Canonbury Square, Islington, London, N1 2AN",N1 2AN,51.543991150288,-0.099917373786857,www.estorickcollection.com
Fashion and Textile Museum,"83 Bermondsey Street
London, SE1 3XF",SE1 3XF,51.5015672921276,-0.0818708768632518,www.ftmlondon.org
Florence Nightingale Museum,"St. Thomas Hospital, 2 Lambeth Palace Road, London, SE1 7EW",SE1 7EW,,,www.florence-nightingale.co.uk
Freud Museum London,"20 Maresfield Gardens, Hampstead, London, NW3 5SX",NW3 5SX,51.5488362079473,-0.177442633858688,www.freud.org.uk
Fusilier Museum London,"HM Tower of London, London, EC3N 4AB",EC3N 4AB,51.5082739696387,-0.0762717071822635,www.fusiliermuseumlondon.org
Geffrye Museum of the Home,"136 Kingsland Road, London, E2 8EA",E2 8EA,51.5315557241367,-0.0762707837269107,www.geffrye-museum.org.uk
Guards Museum,"Wellington Barracks, Birdcage Walk, London, SW1E 6HQ",SW1E 6HQ,51.4999582556704,-0.137697006201696,www.theguardsmuseum.com
Guildhall Art Gallery,"Guildhall Art Gallery
Cultural and Visitor Development
Town Clerk’s Department
Guildhall Yard, London, EC2V 5AE",EC2V 5AE,51.5152742409513,-0.0919317303709912,www.guildhallartgallery.cityoflondon.gov.uk
Hayward Gallery,"Belvedere Road, London, SE1 8XZ",SE1 8XZ,51.5061317484959,-0.115470334127507
Headstone Manor & Museum (Harrow),"Headstone Manor & Museum, Pinner View, Harrow, HA2 6PX",HA2 6PX,51.5941937391857,-0.355186020516193,www.harrow.gov.uk/museum
HM Tower of London,"Tower Hill, London, EC3N 4AB",EC3N 4AB,51.5082739696387,-0.0762717071822635,www.hrp.org.uk/toweroflondon
HMS Belfast,"The Queen's Walk, SE1 2JH",SE1 2JH,51.5065878706596,-0.0814871139301132,iwm.org.uk
Hogarth’s House,"Hogarth Lane, Great West Road, London, W4 2QN",W4 2QN,51.4870989377818,-0.258837443961553,www.hounslow.info/hogarthshouse
Honeywood Museum,"Honeywood Walk, Carshalton, Surrey, SM5 3NX",SM5 3NX,51.3654599511682,-0.165324472737094,www.friendsofhoneywood.co.uk
Horniman Museum and Gardens,"100 London Road, Forest Hill, London, SE23 3PQ",SE23 3PQ,51.4411311677389,-0.0607622899510287,www.horniman.ac.uk
House Mill,"Three Mill Lane, Bromley-by-Bow, London, E3 3DU",E3 3DU,51.5268461431328,-0.00641942508088578
House of Illustration,"2 Granary Square
King's Cross
London, N1C 4BH",N1C 4BH,51.5364371679289,-0.124485447552322,www.houseofillustration.org.uk
Hunterian Museum at the Royal College of Surgeons,"35-43 Lincoln’s Inn Fields, London, WC2A 3PE",WC2A 3PE,51.5152840596417,-0.115899721135179,https://www.rcseng.ac.uk/museums-and-archives/hunterian-museum/
IWM London,"Lambeth Road, London, SE1 6HZ",SE1 6HZ,51.4960084387859,-0.108353223955037,www.iwm.org.uk
Keats House,"10 Keats Grove, Hampstead, London, NW3 2RR",NW3 2RR,51.5554820482476,-0.168233285276233,www.cityoflondon.gov.uk/keats
"Kensington Palace, State Apartments and Royal Ceremonial Dress Collection","London, W8 4PX",W8 4PX,51.5051983199959,-0.188046147935283,www.hrp.org.ukwww.kensingtonpalace@hrp.org.uk
Kingston Museum and Heritage Service,"Kingston Museum, Wheatfield Way, Kingston upon Thames, Surrey, KT1 2PS",KT1 2PS,51.4094095986004,-0.300254298038106,www.kingston.gov.uk/museum
Leighton House Museum,"12 Holland Park Road, London, W14 8LZ",W14 8LZ,51.4984318381861,-0.203557393679685,http://www.rbkc.gov.uk/subsites/museums.aspx
Little Holland House,"40 Beeches Avenue, Carshalton, Surrey, SM5 3LW",SM5 3LW,51.3550928537658,-0.1705931195671,www.sutton.gov.uk
London Canal Museum,"12/13 New Wharf Road, King’s Cross, London, N1 9RT",N1 9RT,51.5342213321079,-0.120323012721173,www.canalmuseum.org.uk
London Museum of Water and Steam,"Green Dragon Lane, Brentford, Middlesex, TW8 0EN",TW8 0EN,51.4895258454231,-0.289930333194309,www.waterandsteam.org.uk/
Mall Galleries,"17 Carlton House Terrace, London, SW1Y 5BD",SW1Y 5BD,51.506708825979,-0.130173549211178,www.mallgalleries.org.uk
MCC Museum,"Lord’s Ground, London, NW8 8QN",NW8 8QN,51.5285443247546,-0.173077458773047,www.lords.org
"Michael Faraday Museum, Royal Institution","The Royal Institution, 21 Albemarle Street, London, W1S 4BS",W1S 4BS,51.5099454325854,-0.142578606278418,www.rigb.org
Museum of Croydon,"Croydon Clocktower, Katharine Street, Croydon, CR9 1ET",CR9 1ET,51.3719109958111,-0.099535988334742,www.museumofcroydon.com
Museum of London,"London Wall, London, EC2Y 5HN",EC2Y 5HN,51.5177968330053,-0.0960927184295759,www.museumoflondon.org.uk
Museum of London Docklands,"No 1 Warehouse, West India Quay, Hertsmere Road, London, E14 4AL",E14 4AL,51.5076182779614,-0.0238597707666329,www.museumoflondon.org.uk/docklands
Museum of the Order of St John,"St John’s Gate, St John’s Lane, Clerkenwell, London, EC1M 4DA",EC1M 4DA,51.5219209406858,-0.1025371313769,www.museumstjohn.org.uk
Museum of the Royal Philatelic Society London,"Royal Philatelic Society London, 41 Devonshire Place, Marylebone, London, W1G 6JY",W1G 6JY,51.5214759419552,-0.150109602069122,www.rpsl.org.uk
Museum of Wimbledon,"22 Ridgway, Wimbledon, London, SW19 4QN",SW19 4QN,51.4236101330115,-0.216245094654995,www.wimbledonmuseum.org.uk
Museum of Writing,"c/o Institute of English Studies, Senate House, University of London, Malet Street, London, WC1E 7HU",WC1E 7HU,51.5206420888104,-0.12872363001111,www.museumofwriting.co.uk
National Army Museum,"Royal Hospital Road, Chelsea, London, SW3 4HT",SW3 4HT,51.4862248107244,-0.160365978481176,www.nam.ac.uk
National Gallery,"Trafalgar Square, London, WC2N 5DN",WC2N 5DN,51.5090970805918,-0.127683585920525,www.nationalgallery.org.uk
National Portrait Gallery,"St Martin’s Place, London, WC2H 0HE",WC2H 0HE,51.5093975264414,-0.128478275776761,www.npg.org.uk
Natural History Museum,"Cromwell Road, London, SW7 5BD",SW7 5BD,51.4965635207499,-0.176892049508933,www.nhm.ac.uk
"Old Operating Theatre, Museum and Herb Garret","9A St Thomas’ Street, London, SE1 9RY",SE1 9RY,51.5049987904426,-0.0882542955622595,www.oldoperatingtheatre.com
Orleans House Gallery,"Riverside, Twickenham, Middlesex, TW1 3DJ",TW1 3DJ,51.4469953458397,-0.320027976712877,www.richmond.gov.uk/arts
Royal Academy of Arts,"Burlington House, Piccadilly, London, W1J 0BD",W1J 0BD,51.5090979042958,-0.13960123407556,www.royalacademy.org.uk
Royal Air Force Museum,"Grahame Park Way, Hendon, London, NW9 5LL",NW9 5LL,51.5989431785544,-0.238189374618645,www.rafmuseum.org
Royal Artillery Museum - Firepower,"Royal Arsenal, Woolwich, London, SE18 6ST",SE18 6ST,51.495022394889,0.0703043762018219,www.firepower.org.uk
Royal College of Physicians Museum,"Library, Archive and Museum Services, 11 St Andrews Place, Regent’s Park, London, NW1 4LE",NW1 4LE,51.525747700602,-0.145006211159075,www.rcplondon.ac.uk/museum-and-garden
Royal London Hospital Museum,"Church of St Augustine with St Philip, Newark Street, London, E1 2AA",E1 2AA,51.5169045305158,-0.0602984422117218
Royal Museums Greenwich,"Park Row, Greenwich, London, SE10 9NF",SE10 9NF,51.4809364326942,-0.00523934925009468,www.rmg.co.uk
Science Museum,"Exhibition Road, London, SW7 2DD",SW7 2DD,51.4972950746358,-0.176517093026361,www.sciencemuseum.org.uk
Tate Britain,"Millbank, London, SW1P 4RG",SW1P 4RG,51.4908705682684,-0.127205997512015,www.tate.org.uk/britain
Tate Modern,"Bankside, London, SE1 9TG",SE1 9TG,51.5076169362616,-0.0993991858152309,www.tate.org.uk/modern
The Courtauld Gallery,"Somerset House, Strand, London, WC2R 0RN",WC2R 0RN,51.5107325245149,-0.116937778340811,www.courtauld.ac.uk/gallery
The Design Museum,"224-238 Kensington High Street, London, W8 6AG",W8 6AG,51.4980410045219,-0.198011608991471,www.designmuseum.org
The Fan Museum,"12 Crooms Hill, Greenwich, London, SE10 8ER",SE10 8ER,51.4787123253306,-0.00771262497658812,www.thefanmuseum.org.uk
The Foundling Museum,"40 Brunswick Square, London, WC1N 1AZ",WC1N 1AZ,51.5252684218018,-0.121672014997781,www.foundlingmuseum.org.uk
The Stephens Collection,"Avenue House, East End Road, Finchley, London, N3 3QE",N3 3QE,51.5970372414181,-0.197359079382393,www.london-northwest.com/sites/stephens
Trades Union Congress (TUC) Library Collections,"Special Collections, London Metropolitan University, Wash Houses, Old Castle Street, London E1 7NT, E1 7NT",E1 7NT,51.5153526370718,-0.0736241853313336,www.londonmet.ac.uk/tuc
UCL Geology and Teaching & Research Collections,"Rock Room, Room 4, First Floor, South Wing, University College London, Gower Street, London, WC1E 6BT",WC1E 6BT,51.5235696741004,-0.132423673862026,www.ucl.ac.uk/museums/geology
Victoria and Albert Museum,"Cromwell Road, South Kensington, London, SW7 2RL",SW7 2RL,51.4969404706804,-0.172223603255465,www.vam.ac.uk
Wallace Collection,"Hertford House, Manchester Square, London, W1U 3BN",W1U 3BN,51.5176927631165,-0.153131163579557,www.wallacecollection.org
Wandle Industrial Museum,"The Vestry Hall Annexe, London Road, Mitcham, Surrey, CR4 3UD",CR4 3UD,51.4021221379225,-0.168142056934055,www.wandle.org
"Wesley’s Chapel, Museum of Methodism and John Wesley’s House","49 City Road, London, EC1Y 1AU",EC1Y 1AU,51.5238372261558,-0.0870905834410745,www.wesleychapel.org.uk
Whitehall,"1 Malden Road, Cheam, Surrey, SM3 8QD",SM3 8QD,51.3597181274935,-0.217449870809188,www.friendsofwhitehallcheam.co.uk
Wimbledon Lawn Tennis Museum,"The All England Lawn Tennis Club, Church Road, Wimbledon, London, SW19 5AG",SW19 5AG,51.4361939892174,-0.215280155260238,www.wimbledon.com/museum
World Rugby Museum,"Twickenham Stadium, Rugby Road, Twickenham, Middlesex, TW1 1DZ",TW1 1DZ,,,www.rfu.com/museum
RNLI Grace Darling Museum,"Radcliffe Road, Bamburgh, Northumberland, NE69 7AE",NE69 7AE,55.606703971834,-1.72209107366586,www.rnli.org.uk/gracedarling
The Bowes Museum,"Barnard Castle, County Durham, DL12 8NP",DL12 8NP,54.5420617390211,-1.91551201039906,www.thebowesmuseum.org.uk
"Beamish, The Living Museum of the North","Beamish Museum
Beamish
County Durham, DH9 0RG",DH9 0RG,54.8818074696901,-1.65846966871654,www.beamish.org.uk
Billingham Museum Resource,"Queensway, Billingham, Tees Valley, TS23 2LN",TS23 2LN,54.606724274192,-1.29093957472085,www.stockton.gov.uk/museums
Binchester Roman Fort,"Bishop Auckland, County Durham",No Valid Postcode Found,,,www.durham.gov.uk
Wallington,"Wallington, Cambo, Morpeth, Northumberland, NE61 4AR",NE61 4AR,55.1531125101496,-1.95623712567249,www.nationaltrust.org.uk/wallington
Heatherslaw Cornmill,"Ford and Etal Estates, Cornhill on Tweed, Northumberland, TD12 4TJ",TD12 4TJ,55.6362081063437,-2.10903701841669,www.ford-and-etal.co.uk/heatherslaw-mill
Head of Steam - Darlington Railway Museum,"North Road Station, Darlington, County Durham, DL3 6ST",DL3 6ST,54.5358711597418,-1.55480341446441,www.head-of-steam.org.uk
DLI - Durham Light Infantry Museum and Durham Art Gallery,"Aykley Heads, Durham, DH1 5TU",DH1 5TU,54.7843855940191,-1.58112527716561,www.dlidurham.org.uk
Durham Museum and Heritage Centre,"St Mary-le-Bow, North Bailey, Durham, County Durham, DH1 3ET",DH1 3ET,54.7744694691302,-1.57482300103722,www.durhamheritagecentre.org.uk
"Museum of Archaeology, Durham University","Palace Green Library, Palace Green, Durham, DH1 3RN, DH1 3RN",DH1 3RN,54.7746192282236,-1.57653142022165,www.dur.ac.uk/archaeology.museum
"Oriental Museum, Durham University","Elvet Hill, Durham, DH1 3TH",DH1 3TH,54.764257197005,-1.58156615855289,www.dur.ac.uk/oriental.museum
Lady Waterford Hall & Gallery,"Ford Village, Berwick-on-Tweed, Northumberland, TD15 2QA",TD15 2QA,55.6320230812704,-2.08348572242026,www.ford-and-etal.co.uk/lady-waterford-hall
Shipley Art Gallery,"Prince Consort Road, Gateshead, Tyne and Wear, NE8 4JB",NE8 4JB,54.9505192819806,-1.60024411908301,www.shipleyartgallery.org.uk
Hartlepool Art Gallery,"Church Square, Hartlepool, TS24 7EQ",TS24 7EQ,54.686246130035,-1.20907908612232,www.destinationhartlepool.com
Museum of Hartlepool,"Jackson Dock, Maritime Avenue, Hartlepool, TS24 0XZ",TS24 0XZ,54.6901571353891,-1.20796365933692,www.destinationhartlepool.com
Hexham Old Gaol,"The Old Gaol, Hallgate, Hexham, Northumberland, NE46 3NH",NE46 3NH,54.9726268884602,-2.10372841944084,http://www.hexhamoldgaol.org.uk/
Moothall,"Hexham Market Place, Hexham, Northumberland, NE46 1XD",NE46 1XD,54.9710936104039,-2.09970985997979
Jarrow Hall,"Church Bank, Jarrow, Tyne and Wear, NE32 3DY",NE32 3DY,54.9823722387782,-1.47414223281493,www.jarrowhall.org.uk
Captain Cook Birthplace Museum,"Stewart Park, Middlesbrough, TS7 8AT",TS7 8AT,54.5382670984438,-1.20240614814976,www.captcook-ne.co.uk
Dorman Museum,"Linthorpe Road, Middlesbrough, TS5 6LA",TS5 6LA,54.5642177335993,-1.24088846065165,www.dormanmuseum.co.uk
Middlesbrough Museums,"Dorman Museum, Linthorpe Road, Middlesbrough, TS5 6LA",TS5 6LA,54.5642177335993,-1.24088846065165,www.dormanmuseum.co.uk
mima Middlesbrough Institute of Modern Art,"Centre Square, Middlesbrough, TS1 2AZ",TS1 2AZ,54.5744107614719,-1.23260862433022,www.visitmima.com
Tees Transporter Bridge & Visitor Centre,"Tees Transporter Bridge
Ferry Road
Middlesbrough, TS2 1PL",TS2 1PL,54.583750423712,-1.23011222994058,www.middlesbrough.gov.uk/transporterbridge
Morpeth Chantry Bagpipe Museum,"Bridge Street, Morpeth, Northumberland, NE61 1PD",NE61 1PD,55.1668714532298,-1.68693204242576,www.experiencewoodhorn.com
Newburn Hall Motor Museum,"35 Townfield Gardens, Newburn, Newcastle upon Tyne, NE15 8PY",NE15 8PY,54.9867579041751,-1.74210716156821
A Soldier’s Life,"Discovery Museum, Blandford Square, Newcastle upon Tyne, NE1 4JA",NE1 4JA,54.9691450667042,-1.62475508056297,www.lightdragoons.org.uk
Discovery Museum,"Blandford Square, Newcastle upon Tyne, Tyne & Wear, NE1 4JA",NE1 4JA,54.9691450667042,-1.62475508056297,www.discoverymuseum.org.uk
Great North Museum: Hancock,"Barras Bridge, Newcastle upon Tyne, Tyne & Wear, NE2 4PT",NE2 4PT,54.9805032480805,-1.61313378311871,www.greatnorthmuseum.org.uk
Laing Art Gallery,"New Bridge Street, Newcastle upon Tyne, Tyne and Wear, NE1 8AG",NE1 8AG,54.9749554501786,-1.60929704721942,www.laingartgallery.org.uk
Life Science Centre,"Times Square, Newcastle upon Tyne, NE1 4EP",NE1 4EP,54.9675704149129,-1.62119282728609,www.life.org.uk
"Seven Stories, National Centre for Children’s Books","30 Lime Street, Ouseburn Valley, Newcastle upon Tyne, NE1 2PQ",NE1 2PQ,54.9747652015481,-1.59239529409812,www.sevenstories.org.uk
Stephenson Railway Museum,"Middle Engine Lane, North Shields, Tyne and Wear, NE29 8DX",NE29 8DX,55.0164653890915,-1.49734230905478,www.stephensonrailwaymuseum.org.uk
"Locomotion, The National Railway Museum at Shildon","Shildon, County Durham, DL4 1PQ",DL4 1PQ,54.627187555296,-1.64176979473465,www.nrm.org.uk/locomotion
Cleveland Ironstone Mining Museum,"Mill Lane, Deepdale, Skinningrove, North Yorkshire, TS13 4AP",TS13 4AP,54.5633967672269,-0.900014789466105,www.ironstonemuseum.co.uk
Arbeia Roman Fort and Museum,"Baring Street, South Shields, Tyne and Wear, NE33 2BB",NE33 2BB,55.0041271835285,-1.43195852697869,www.arbeiaromanfort.org.uk
South Shields Museum & Art Gallery,"Ocean Road, South Shields, Tyne and Wear, NE33 2JA",NE33 2JA,54.9986703732262,-1.43150409745707,www.southshieldsmuseum.org.uk
Preston Hall Museum,"Yarm Road, Stockton-on-Tees, Tees Valley, TS18 3RH",TS18 3RH,54.5355317561015,-1.33737836498894,www.stockton.gov.uk/museums
Monkwearmouth Station Museum,"North Bridge Street, Sunderland, Tyne and Wear, SR5 1AP",SR5 1AP,54.9122042049396,-1.38371240076
Northern Gallery for Contemporary Art,"City Library and Arts Centre, Fawcett Street, Sunderland, SR1 1RE",SR1 1RE,54.9050824323285,-1.3810606922274,www.ngca.co.uk
Sunderland Museum & Winter Gardens,"Burdon Road, Sunderland, Tyne and Wear, SR1 1PP",SR1 1PP,54.9041806766402,-1.38045070313188,www.sunderland.gov.uk/museumandwintergardens
"Segedunum Roman Fort, Baths and Museum","Buddle Street, Wallsend, Tyne and Wear, NE28 6HR",NE28 6HR,54.9881298204783,-1.53062405435341,www.segedunumromanfort.org.uk
"Killhope, the North of England Lead Mining Museum","Cowshill, Upper Weardale, County Durham, DL13 1AR",DL13 1AR,54.7797109594095,-2.27066066482678,www.killhope.org.uk
Haworth Art Gallery,"Haworth Park, Manchester Road, Accrington, Lancashire, BB5 2JS",BB5 2JS,53.7411753752649,-2.3565724951751,www.hyndburnbc.gov.uk/hag
South Tynedale Railway,"The Railway Station, Alston, Cumbria, CA9 3JB",CA9 3JB,54.8145257915307,-2.44173375745805,www.strps.org.uk
Armitt Museum & Library,"Rydal Road, Ambleside, Cumbria, LA22 9BL",LA22 9BL,54.4353118538796,-2.96361894120404,www.armitt.com
Bancroft Mill Engine Trust,"Gillians Lane, Barnoldswick, nr Colne, Lancashire, BB8 5QR",BB8 5QR,,,www.bancroftmill.org.uk
Pendle Heritage Centre,"Park Hill, Barrowford, Nelson, Lancashire, BB9 6JQ",BB9 6JQ,53.8535405562199,-2.20911112365215,www.htnw.co.uk
Birkenhead Priory & St Mary’s Tower,"Priory Street, Birkenhead, CH41 5JH",CH41 5JH,53.3905303227621,-3.01209246938555,www.visitwirral.com
Williamson Art Gallery and Museum,"Slatey Road, Birkenhead, CH43 4UE",CH43 4UE,53.3858156674421,-3.04083364155637,www.williamsonartgallery.org
Wirral Transport Museum and Birkenhead Tramway,"1 Taylor Street, Birkenhead, CH41 1BG",CH41 1BG,53.3961676731314,-3.01933974507078,www.visitwirral.com
Bolton Library and Museum Service,"Le Mans Crescent, Bolton, Lancashire, BL1 1SE",BL1 1SE,53.5773887148637,-2.43129457432302,www.boltonmuseums.org.uk
Bolton Steam Museum,"Mornington Road, Off Chorley Old Road, Bolton, Lancs, BL1 4EU",BL1 4EU,53.5862521324203,-2.45294102143282,www.nmes.org
Hall i’th’ Wood Museum,"Green Way, off Crompton Way, Bolton, BL1 8UA",BL1 8UA,53.5996116892321,-2.41755876860778,www.boltonmuseums.org.uk
"Blackwell, The Arts & Crafts House","Bowness-on-Windermere, Cumbria, LA23 3JT",LA23 3JT,54.3433184442568,-2.92190097824835,www.blackwell.org.uk
Museum of Local History,"Towneley Holmes Road, Burnley, Lancashire, BB11 3RQ",BB11 3RQ,53.7741067504355,-2.22313015372021,www.towneleyhall.org.uk
Queen Street Mill Textile Museum,"Queen Street, Harle Syke, Burnley, Lancashire, BB10 2HX",BB10 2HX,53.8107093607991,-2.20078808953519,www.lancashire.gov.uk/museums
Towneley Hall Art Gallery and Museums,"Towneley Holmes Road, off Todmorden Road, Burnley, Lancashire, BB11 3RQ",BB11 3RQ,53.7741067504355,-2.22313015372021,towneleyhall@burnley.gov.uk
Bury Art Museum & Sculpture Centre,"Moss Street, Bury, Lancashire, BL9 0DR",BL9 0DR,53.5910219173777,-2.29957443846022,www.BuryArtMuseum.co.uk
Cumbria's Museum of Military Life,"Alma Block, The Castle, Carlisle, Cumbria, CA3 8UR",CA3 8UR,54.8971036625359,-2.94299335395284,www.cumbriasmuseumofmilitarylife.org
Guildhall Museum,"Greenmarket
Carlisle
Cumbria, CA3 8JE",CA3 8JE,54.8948888577533,-2.93654879089986,www.tulliehouse.co.uk
Tullie House Museum and Art Gallery,"Castle Street, Carlisle, Cumbria, CA3 8TP",CA3 8TP,54.8954217390364,-2.93969523276891,www.tulliehouse.co.uk
Grosvenor Museum,"27 Grosvenor St, Chester, Cheshire, CH1 2DD",CH1 2DD,53.1877793363257,-2.89189297711567,www.westcheshiremuseums.co.uk
Clitheroe Castle Museum,"Castle Hill, Clitheroe, Lancashire, BB7 1BA",BB7 1BA,53.8703257197552,-2.39337936930591,www.lancashire.gov.uk
Printing House Trust,"102 Main St, Cockermouth, Cumbria, CA13 9LX",CA13 9LX,54.6636108768265,-3.36752806377507
Ruskin Museum,"Yewdale Road, Coniston, Cumbria, LA21 8DU",LA21 8DU,54.3696991631741,-3.07583346229928,www.ruskinmuseum.com
Stretton Watermill,"Mill Lane, Stretton, Nr Farndon, Cheshire, SY14 7HS",SY14 7HS,53.0718546860128,-2.82185210438034,www.strettonwatermill.org.uk
Fleetwood Museum,"Queen’s Terrace, Fleetwood, FY7 6BT",FY7 6BT,53.9255979729864,-3.00623381786282,www.lancashire.gov.uk.museums
Cheshire West Museums,"27 Grosvenor Street, Chester, CH1 2DD",CH1 2DD,53.1877793363257,-2.89189297711567,www.westcheshiremuseums.co.uk
Helmshore Mills Textile Museum,"Holcombe Road, Helmshore, Rossendale, Lancashire, BB4 4NP",BB4 4NP,53.689448194418,-2.33814535270376,www.lancashire.gov.uk/museums
Abbot Hall Art Gallery,"Abbot Hall, Kendal, Cumbria, LA9 5AL",LA9 5AL,54.3229769235499,-2.74395737037218,www.abbothall.org.uk
Kendal Museum,"Station Road, Kendal, Cumbria, LA9 6BT",LA9 6BT,54.3321791950087,-2.74117089740744,www.kendalmuseum.org.uk
Museum of Lakeland Life & Industry,"Abbot Hall, Kendal, Cumbria, LA9 5AL",LA9 5AL,54.3229769235499,-2.74395737037218,www.lakelandmuseum.org.uk
Quaker Tapestry Museum,"Quaker Tapestry
Stramongate, Kendal
Cumbria, LA9 4BH",LA9 4BH,54.3281802401696,-2.74402055736363,www.quaker-tapestry.co.uk/
Cumberland Pencil Museum,"Southey Works, Greta Bridge, Keswick, Cumbria, CA12 5NG",CA12 5NG,54.6044343124022,-3.1414327162411,www.pencilmuseum.co.uk
Mirehouse,"Keswick, Cumbria, CA12 4QE",CA12 4QE,54.6439747370101,-3.19036240379595,www.mirehouse.com
Cottage Museum,"15 Castle Hill, Lancaster, LA1 1YS",LA1 1YS,54.0498186571533,-2.80369116864869,www.lancashire.gov.uk/museum
Judges’ Lodgings,"Church Street, Lancaster, LA1 1YS",LA1 1YS,54.0498186571533,-2.80369116864869,www.lancashire.gov.uk/museums
King's Own Royal Regiment Museum,"City Museum, Market Square, Lancaster, LA1 1HT",LA1 1HT,54.0488492738411,-2.80080103055538,http://www.kingsownmuseum.com/index.htm
Lancaster City Museum,"Market Square, Lancaster, LA1 1HT",LA1 1HT,54.0488492738411,-2.80080103055538,www.lancashire.gov.uk
Lancaster Maritime Museum,"Custom House, St George’s Quay, Lancaster, LA1 1RB",LA1 1RB,54.0534041374087,-2.80513516148503,www.lancashire.gov.uk/museums
Roman Bath House,"Vicarage Field, Lancaster",No Valid Postcode Found,,
Turnpike Gallery,"Turnpike Centre, Civic Square, Leigh, Greater Manchester, WN7 1EB",WN7 1EB,53.497775664878,-2.52002817993694,www.wlct.org/turnpike
British Commercial Vehicle Museum,"King Street, Leyland, Lancashire, PR25 2LE",PR25 2LE,53.6946360611543,-2.69280149316477,www.bcvmt.co.uk
South Ribble Museum and Exhibition Centre,"The Old Grammar School, Church Road, Leyland, Lancashire, PR25 3FJ",PR25 3FJ,53.6888599225683,-2.69532634146506,www.southribblemuseum.org.uk
Garstang Museum of Archaeology,"14 Abercromby Square,
University of Liverpool,
Liverpool., L69 7WZ",L69 7WZ,53.4023050521891,-2.96551858457411,https://garstangmuseum.wordpress.com/
Open Eye Gallery,"19 Mann Island
Waterfront 
Liverpool, L3 1XB",L3 1XB,,,www.openeye.org.uk
Tate Liverpool,"Albert Dock, Liverpool, L3 4BB",L3 4BB,53.4003898446498,-2.99406725462506,www.tate.org.uk/liverpool
Lytham Hall,"Ballam Road, Lytham, Lancashire, FY8 4JX",FY8 4JX,53.7469224348663,-2.97319212171074,www.lythamhall.co.uk
Lytham Heritage Centre,"2 Henry Street, Lytham, Lancashire, FY8 5LE",FY8 5LE,53.7363876269846,-2.9654595212849,www.lythamheritage.co.uk
Lytham Windmill and Lifeboat Museum,"c/o 2 Henry Street, Lytham, Lancashire, FY8 5LE",FY8 5LE,53.7363876269846,-2.9654595212849,www.lythamwindmill.co.uk
Macclesfield Museums,"The Heritage Centre, Roe Street, Macclesfield, Cheshire., SK10 6UR",SK10 6UR,,,www.silkmacclesfield.org.uk
Paradise Mill,"Park Lane, Macclesfield, Cheshire, SK11 6TJ",SK11 6TJ,53.2557449741914,-2.12508950878895,www.macclesfield.silk.museum
"Silk Museum, Heritage Centre Galleries","The Heritage Centre, Roe Street, Macclesfield, Cheshire, SK11 6UT",SK11 6UT,53.25772939497,-2.12707396565407,www.macclesfield.silk.museum
"Silk Museum, Park Lane Galleries","Park Lane, Macclesfield, SK11 6TJ",SK11 6TJ,53.2557449741914,-2.12508950878895,www.macclesfield.silk.museum
